Season;Rank;Player;Team;GP;GS;Min;PTS;2PM;2PA;2P%;3PM;3PA;3P%;FTM;FTA;FT%;OR;DR;TR;AST;STL;TO;BLK;BLKA;FC;FD;PIR
2018-19;149;Y. ZOOSMAN;MTA;30;2;14:46;3.0;0.7;1.4;52.4%;0.4;1.1;37.5%;0.4;0.4;84.6%;0.5;1.5;2.0;1.2;0.5;0.7;0.6;0.1;1.6;0.5;2.7
2018-19;150;A. DUVERIOGLU;FNB;31;22;11:10;2.9;1.3;2.1;62.1%;0.0;0.0;0%;0.3;0.6;40%;1.1;1.6;2.6;0.7;1.1;1.8;0.5;0.3;0.2;2.1;1.3
2019-20;1;S. LARKIN;EFS;25;15;29:56:00;22.2;3.2;5.8;55.6%;3.5;6.9;50.9%;5.2;5.8;90.3%;0.5;2.6;3.1;4.1;1.3;2.2;0.0;0.5;1.3;5.5;25.8
2019-20;2;N. MIROTIC;FCB;28;28;27:50:00;19.0;4.2;7.0;61%;1.9;5.8;33.1%;4.8;5.5;86.9%;1.7;5.2;6.9;1.6;1.1;1.9;0.3;0.5;1.8;4.9;22.5
2019-20;3;M. JAMES;CSK;28;25;28:38:00;21.1;3.7;8.1;45.6%;2.8;6.7;42%;5.2;6.2;83.3%;0.5;2.9;3.3;4.3;0.7;3.0;0.1;0.6;1.6;5.9;20.9
2019-20;4;A. SHVED;KHI;26;26;31:10:00;21.4;3.4;7.2;47.3%;3.2;9.7;32.9%;5.1;5.7;89.2%;0.2;2.4;2.7;6.2;0.9;3.9;0.4;0.6;2.0;5.2;19.4
2019-20;5;N. MILUTINOV;OLY;24;24;24:39:00;10.2;3.5;5.3;65.6%;0.0;0.0;0%;3.2;4.2;76.5%;3.6;4.6;8.2;1.2;0.5;1.0;0.6;0.2;1.5;4.0;19.2
2019-20;6;T. SHENGELIA;KBA;28;28;30:24:00;15.9;4.9;8.3;58.6%;1.2;3.1;39.1%;2.5;3.2;76.9%;1.8;3.8;5.6;2.9;1.0;2.8;0.5;0.5;2.4;4.5;18.5
2019-20;7;B. DUBLJEVIC;VBC;26;21;23:29;14.2;3.9;6.5;59.8%;1.2;3.3;34.9%;3.0;3.6;82.8%;2.4;4.1;6.5;1.7;0.6;1.9;0.2;0.3;1.4;4.0;18.0
2019-20;8;N. CALATHES;PAO;28;28;32:11:00;13.3;3.9;8.0;49.1%;1.1;4.1;28.1%;2.0;3.4;59.4%;0.4;4.5;4.9;9.1;1.1;3.3;0.1;0.5;2.8;4.1;17.8
2019-20;9;G. MONROE;BAY;28;24;24:09:00;12.9;5.2;9.9;52.3%;0.0;0.0;0%;2.5;3.4;74.7%;2.2;4.5;6.8;2.5;1.3;2.5;0.6;0.8;2.1;3.8;16.8
2019-20;10;L. SIKMA;BER;28;27;25:46:00;9.7;2.5;4.9;51.8%;1.0;2.4;43.3%;1.5;2.1;70%;2.2;4.3;6.5;4.5;1.1;1.6;0.5;0.2;2.3;2.8;16.6
2019-20;11;N. DE COLO;FNB;24;17;28:41:00;15.9;3.7;6.4;57.5%;1.7;4.2;40%;3.6;3.8;95.6%;0.8;2.2;3.0;3.0;0.6;2.9;0.0;0.4;1.9;4.6;16.5
2019-20;12;V. MICIC;EFS;24;22;30:34:00;14.5;2.9;5.3;53.9%;2.2;5.5;39.7%;2.2;2.3;96.4%;0.4;2.1;2.5;5.8;1.2;3.1;0.0;0.4;2.5;3.9;16.0
2019-20;13;S. WILBEKIN;MTA;26;25;26:02:00;16.1;1.6;3.7;43.8%;3.5;8.0;43.5%;2.5;3.1;81.2%;0.2;1.8;2.0;3.4;1.2;2.2;0.0;0.2;1.5;4.2;15.8
2019-20;14;K. SLOUKAS;FNB;25;19;29:03:00;11.6;2.2;4.5;48.2%;1.4;3.3;42.2%;3.0;3.2;93.8%;0.7;2.1;2.8;6.1;0.9;2.6;0.0;0.2;2.0;3.3;15.5
2019-20;15;F. CAMPAZZO;RMB;28;27;23:53;9.9;1.6;3.1;52.3%;1.2;4.0;31%;2.9;3.3;87%;0.3;1.9;2.2;7.1;1.4;2.6;0.0;0.1;2.3;4.5;15.4
2019-20;16;A. RANDOLPH;RMB;19;19;23:57;13.7;1.8;3.4;53.1%;2.7;5.6;49.1%;1.9;2.5;76.6%;0.8;3.5;4.3;0.4;0.8;1.1;0.2;0.1;1.4;3.1;15.1
2019-20;17;R. GIEDRAITIS;BER;25;21;26:58:00;13.8;2.5;4.6;54.8%;2.0;5.1;39.8%;2.6;3.1;84.4%;1.2;2.8;4.0;1.4;1.4;1.1;0.1;0.3;1.9;3.0;14.7
2019-20;18;W. TAVARES;RMB;28;28;22:55;7.2;3.0;4.4;68.5%;0.0;0.0;0%;1.1;1.8;65.3%;2.2;4.9;7.1;0.8;0.6;1.0;2.2;0.1;2.2;2.0;14.5
2019-20;19;V. LUCIC;BAY;26;25;27:45:00;11.3;3.0;5.0;60.5%;1.0;2.3;42.6%;2.3;2.8;84.7%;0.8;3.0;3.8;1.5;1.0;1.4;0.2;0.3;1.7;3.8;14.5
2019-20;20;G. AYON;ZEN;26;14;21:24;12.5;5.6;9.4;59.8%;0.0;0.0;0%;1.2;2.1;58.2%;2.5;2.9;5.3;2.2;1.3;2.4;0.5;0.4;2.7;2.7;14.3
2019-20;21;O. HUNTER;MTA;27;16;23:18;10.3;4.4;7.4;59.3%;0.0;0.1;0%;1.6;2.2;71.2%;2.8;3.6;6.4;1.3;0.5;1.0;0.4;0.3;2.1;2.3;14.2
2019-20;22;D. BOOKER;KHI;28;28;22:20;11.6;3.9;6.2;62.4%;0.6;1.3;45.9%;2.0;2.4;85.1%;1.8;3.0;4.8;1.2;0.8;1.4;0.2;0.1;2.2;2.5;13.9
2019-20;23;G. PRINTEZIS;OLY;25;21;25:02:00;11.8;4.3;7.8;55.4%;0.5;1.4;37.1%;1.6;2.3;69%;0.8;3.4;4.3;1.5;0.4;0.7;0.2;0.3;1.5;3.2;13.8
2019-20;24;S. RODRIGUEZ;AXM;28;20;25:38:00;13.0;2.5;5.5;46.4%;2.1;5.5;37.4%;1.8;1.8;96.1%;0.3;1.9;2.2;5.4;0.9;2.0;0.1;0.3;2.3;3.0;13.7
2019-20;25;D. THOMAS;PAO;28;22;29:55:00;13.9;3.8;6.8;56.6%;1.3;3.7;35.9%;2.3;2.9;78%;1.9;2.6;4.4;1.0;1.0;1.1;0.2;0.4;2.0;2.6;13.6
2019-20;26;Z. LEDAY;ZAL;28;6;22:21;11.8;3.5;6.9;51.6%;0.5;1.1;43.3%;3.3;3.9;84.4%;1.7;3.0;4.7;1.0;0.5;1.7;0.7;1.0;2.1;3.9;13.2
2019-20;27;W. THOMAS;ZEN;27;21;27:55:00;10.3;2.9;4.8;60.5%;1.0;2.8;34.2%;1.6;2.1;75.9%;1.2;2.7;3.9;1.4;1.0;0.5;0.1;0.4;1.1;2.6;13.1
2019-20;28;L. BROWN;CZV;27;27;25:15:00;12.3;3.8;8.2;45.9%;0.8;2.7;28.8%;2.4;2.9;82.3%;0.7;2.6;3.3;4.6;1.1;2.8;0.4;0.6;1.9;3.4;13.0
2019-20;29;J. JEREBKO;KHI;28;14;23:41;11.2;2.9;4.9;58.8%;1.3;3.0;42.4%;1.6;2.0;81.8%;0.9;3.8;4.7;1.7;0.8;0.8;0.4;0.4;2.5;1.8;12.8
2019-20;30;T. JEKIRI;ASV;27;23;23:53;8.7;3.4;6.5;52.3%;0.0;0.1;0%;1.9;2.9;66.2%;2.7;4.8;7.5;1.3;0.8;1.1;0.3;0.3;2.5;2.3;12.8
2019-20;31;T. WALKUP;ZAL;28;21;25:45:00;9.6;2.7;5.3;50.7%;1.0;2.1;46.7%;1.3;1.5;85.7%;0.9;2.7;3.6;5.5;1.0;2.7;0.1;0.3;2.7;2.5;12.7
2019-20;32;J. FREDETTE;PAO;27;24;21:17;12.9;2.4;4.5;52.5%;1.7;4.0;41.7%;3.1;3.3;95.5%;0.4;1.8;2.1;1.8;0.8;1.3;0.0;0.3;1.3;2.6;12.6
2019-20;33;D. WILLIAMS;FNB;28;20;26:05:00;11.3;2.5;4.1;60.5%;1.6;4.2;37.3%;1.6;2.5;66.7%;0.7;3.2;3.9;1.2;1.1;1.0;0.3;0.2;1.5;2.5;12.5
2019-20;34;M. PONITKA;ZEN;18;15;24:20:00;9.1;2.6;4.6;56.6%;0.7;2.1;32.4%;1.9;2.7;70.8%;1.7;2.8;4.6;1.6;0.8;1.8;0.3;0.3;1.8;3.8;12.2
2019-20;35;J. VESELY;FNB;18;10;25:22:00;8.6;3.6;6.0;60.2%;0.0;0.1;0%;1.4;2.7;52.1%;1.6;2.6;4.2;1.6;1.3;1.2;0.7;0.1;2.9;3.8;12.1
2019-20;36;V. MICOV;AXM;26;25;27:35:00;12.1;2.7;5.3;50.7%;1.7;4.0;41%;1.7;2.2;80.4%;0.6;2.7;3.3;2.2;0.7;1.3;0.1;0.2;2.2;2.7;12.0
2019-20;37;C. HIGGINS;FCB;23;20;26:35:00;12.4;3.0;6.2;48.3%;1.3;3.3;40%;2.5;3.1;81.7%;0.5;1.6;2.1;2.7;0.7;1.8;0.1;0.7;2.0;3.9;11.7
2019-20;38;K. HINES;CSK;28;27;23:22;8.8;3.7;5.8;63.6%;0.0;0.1;33.3%;1.3;2.0;64.9%;2.4;2.5;4.9;1.4;0.6;1.2;0.9;0.3;2.8;2.0;11.4
2019-20;39;T. THOMPKINS;RMB;20;5;19:55;10.8;2.4;4.2;57.8%;1.6;3.3;48.5%;1.2;1.4;89.3%;0.7;3.2;3.9;0.6;0.4;1.0;0.2;0.2;1.6;1.6;11.4
2019-20;40;L. NNOKO;BER;28;24;22:09;8.7;3.4;5.6;60.5%;0.0;0.0;0%;1.9;2.8;68.4%;2.1;3.8;5.8;0.8;0.3;2.0;0.7;0.2;2.4;2.8;11.3
2019-20;40;T. PLEISS;EFS;28;22;18:44;9.5;4.1;6.4;64.6%;0.1;0.6;25%;0.9;1.0;92.6%;1.6;2.6;4.2;0.4;0.5;0.9;0.5;0.2;1.4;1.5;11.3
2019-20;42;I. PAPAPETROU;PAO;27;24;27:54:00;10.9;3.2;4.7;69%;1.2;3.3;36.7%;0.7;1.2;60.6%;0.9;3.2;4.1;0.8;0.7;0.6;0.5;0.1;2.5;1.4;11.2
2019-20;43;J. EVANS;KHI;21;1;20:18;8.5;3.1;5.1;61.7%;0.3;0.8;43.8%;1.2;1.7;74.3%;1.8;2.7;4.4;0.8;0.6;0.9;0.6;0.2;1.9;1.8;11.0
2019-20;44;B. BARON;CZV;26;25;24:36:00;11.6;1.7;3.7;44.3%;2.2;5.3;40.3%;1.8;2.1;85.5%;0.3;2.3;2.7;2.2;0.8;1.2;0.0;0.6;1.3;2.3;11.0
2019-20;44;M. DELANEY;FCB;26;6;22:28;10.2;1.1;2.4;46.8%;2.1;4.9;43%;1.7;2.4;68.3%;0.1;2.0;2.2;4.8;0.7;2.3;0.1;0.1;2.7;3.0;11.0
2019-20;46;K. TARCZEWSKI;AXM;28;23;21:15;8.1;3.2;4.9;65.4%;0.0;0.0;0%;1.8;2.6;67.1%;2.1;3.6;5.8;0.4;0.4;1.1;0.9;0.3;3.0;2.2;10.9
2019-20;47;K. SIMON;EFS;27;13;23:19;8.9;2.0;4.0;50.9%;1.4;3.1;44%;0.7;0.8;85.7%;0.9;3.0;3.9;2.9;0.6;1.3;0.2;0.2;1.3;1.1;10.9
2019-20;48;J. MICKEY;RMB;26;2;16:35;9.0;3.2;4.8;67.7%;0.3;0.8;33.3%;1.8;2.3;78%;1.2;3.0;4.2;0.6;0.4;1.5;1.0;0.2;2.1;2.0;10.8
2019-20;49;V. STIMAC;FNB;21;4;18:00;8.6;3.2;5.2;61.5%;0.1;0.4;37.5%;1.8;2.7;66.7%;2.0;2.8;4.8;0.8;0.3;1.3;0.3;0.4;1.9;2.7;10.8
2019-20;50;M. ERIKSSON;BER;22;15;24:41:00;11.2;1.3;2.7;46.7%;2.5;5.4;46.6%;1.2;1.5;81.2%;0.4;1.5;2.0;0.9;0.7;0.8;0.2;0.1;1.1;2.3;10.7
2019-20;51;C. SINGLETON;EFS;28;22;25:39:00;7.8;1.0;2.7;38.2%;1.3;2.9;45.1%;1.7;2.0;87.3%;0.9;3.5;4.4;1.0;1.2;0.7;0.4;0.4;2.4;2.6;10.5
2019-20;52;J. LANDALE;ZAL;25;19;20:32;11.0;3.3;5.1;64.6%;0.8;2.5;30.2%;2.2;2.7;82.1%;1.7;2.7;4.4;1.0;0.5;1.2;0.2;0.4;3.0;2.1;10.4
2019-20;53;A. GUDAITIS;AXM;19;1;16:53;7.3;2.1;4.1;50%;0.1;0.1;100%;3.1;4.1;75.3%;1.6;2.8;4.4;0.5;0.4;1.2;0.9;0.2;2.5;3.8;10.4
2019-20;54;P. HENRY;KBA;25;18;24:39:00;7.9;2.0;4.2;48.1%;0.7;2.4;29.5%;1.7;2.4;72.9%;1.1;2.5;3.6;3.4;1.6;2.3;0.0;0.1;2.0;2.7;10.4
2019-20;55;B. DAVIES;FCB;28;14;20:06;9.6;3.5;6.8;52.4%;0.2;0.5;38.5%;2.0;2.5;78.6%;1.2;2.7;3.9;1.6;1.1;2.0;0.6;0.3;2.5;2.5;10.3
2019-20;56;A. GILL;KHI;25;11;18:55;8.3;2.2;3.4;64.3%;0.9;2.0;44%;1.4;1.6;85%;1.4;3.0;4.5;1.2;0.3;0.8;0.4;0.3;2.4;1.8;10.3
2019-20;57;L. LEKAVICIUS;ZAL;27;3;19:55;10.5;3.2;5.5;58.4%;0.7;1.9;39.2%;1.9;2.1;86.2%;0.3;1.0;1.3;2.8;0.5;1.5;0.0;0.2;2.4;2.9;10.2
2019-20;58;S. JOVIC;KHI;23;17;23:13;7.6;1.7;2.8;60.9%;1.1;2.0;53.2%;0.9;1.5;61.8%;0.4;1.5;1.9;4.2;1.3;1.7;0.1;0.0;2.7;1.8;10.0
2019-20;59;P. SIVA;BER;17;9;21:11;9.3;1.3;3.1;41.5%;1.2;4.3;27.4%;3.2;3.7;85.7%;0.2;1.2;1.5;5.2;0.9;2.3;0.0;0.1;2.5;3.3;9.8
2019-20;60;E. ULANOVAS;ZAL;28;28;25:49:00;8.3;1.7;3.7;46.6%;0.9;2.4;36.8%;2.2;2.7;81.3%;1.2;2.1;3.3;2.0;0.4;1.2;0.1;0.2;1.9;2.9;9.7
2019-20;61;V. SPANOULIS;OLY;22;20;24:38:00;11.3;2.3;3.9;58.1%;1.5;5.4;28.6%;2.1;2.6;80.7%;0.0;1.2;1.2;4.6;0.4;2.6;0.0;0.5;1.5;2.9;9.7
2019-20;62;D. LIGHTY;ASV;27;6;22:53;9.8;2.7;5.1;52.9%;1.0;2.9;35.4%;1.3;1.6;81.4%;0.8;1.7;2.6;1.7;0.9;1.1;0.1;0.4;1.9;2.2;9.5
2019-20;63;J. VOIGTMANN;CSK;28;24;22:20;7.7;1.4;2.5;56.3%;1.5;3.6;41%;0.4;0.8;57.1%;1.2;4.0;5.2;1.5;0.6;1.1;0.4;0.1;2.4;1.1;9.4
2019-20;64;K. PAPANIKOLAOU;OLY;26;21;23:54;8.5;1.5;2.5;60.6%;1.4;3.5;39.1%;1.3;1.8;70.8%;0.4;3.2;3.6;1.5;1.4;1.9;0.3;0.2;1.8;1.6;9.4
2019-20;65;R. FERNANDEZ;RMB;25;3;19:57;8.1;0.4;1.3;30.3%;2.1;5.0;41.6%;1.1;1.4;77.1%;0.3;1.7;2.0;2.0;1.0;0.6;0.1;0.0;1.1;2.0;9.3
2019-20;66;J. TIMMA;KHI;21;20;29:53:00;12.5;1.6;3.0;54%;2.9;7.6;37.5%;0.7;1.0;68.2%;0.8;2.3;3.1;2.0;1.2;2.0;0.3;0.3;3.0;1.9;9.2
2019-20;67;Q. COLOM;VBC;26;8;18:28;7.3;1.3;3.0;43%;1.1;3.4;31.5%;1.5;2.1;70.9%;0.2;1.3;1.5;4.2;0.7;1.8;0.0;0.2;0.7;2.8;9.1
2019-20;68;T. ABROMAITIS;ZEN;27;8;18:11;7.5;1.5;2.6;57.1%;1.1;2.8;40.8%;1.1;1.4;78.4%;1.0;2.8;3.7;1.0;0.5;0.4;0.3;0.2;1.9;1.7;9.0
2019-20;69;D. BARTHEL;BAY;27;24;24:21:00;7.9;2.1;3.5;60%;0.8;2.5;31.3%;1.3;1.8;75%;1.0;2.9;3.9;1.4;0.4;1.4;0.1;0.3;1.9;2.5;9.0
2019-20;70;L. JEAN-CHARLES;ASV;27;19;21:08;9.1;3.1;5.4;56.8%;0.6;1.8;31.3%;1.3;1.4;87.2%;1.6;2.2;3.7;0.6;0.4;1.1;0.7;0.3;1.9;1.4;8.9
2019-20;70;K. KURIC;FCB;27;3;19:22;9.4;1.7;3.4;50%;1.6;3.6;44.3%;1.2;1.4;89.2%;0.8;1.3;2.1;0.9;0.7;0.7;0.1;0.2;1.2;1.6;8.9
2019-20;72;A. ABALDE;VBC;23;4;21:42;7.8;2.1;4.2;50.5%;0.7;2.3;28.3%;1.6;2.1;73.5%;1.4;2.6;4.0;1.7;0.5;0.8;0.0;0.3;1.3;1.7;8.9
2019-20;73;G. DECK;RMB;24;17;20:04;7.4;2.4;4.7;51.3%;0.3;1.1;25.9%;1.7;2.1;82%;0.8;2.4;3.2;1.5;0.3;0.7;0.1;0.3;1.3;2.1;8.9
2019-20;74;J. LOYD;VBC;18;9;21:53;11.1;1.7;4.1;40.5%;1.8;4.3;42.9%;2.3;2.9;77.4%;0.1;1.8;1.9;2.4;0.7;1.8;0.1;0.2;2.8;3.1;8.8
2019-20;75;G. PAPAGIANNIS;PAO;27;22;17:32;6.9;3.1;5.0;63%;0.0;0.1;0%;0.6;0.9;66.7%;1.6;3.2;4.7;0.2;0.4;1.0;0.9;0.1;2.0;0.9;8.7
2019-20;76;L. LABEYRIE;VBC;27;16;20:15;5.1;1.3;2.1;60.3%;0.4;1.4;32.4%;1.2;1.6;78.6%;1.4;3.2;4.6;0.7;0.5;0.6;0.3;0.1;1.3;1.6;8.7
2019-20;76;M. TOBEY;VBC;21;2;15:15;8.1;2.6;4.2;60.7%;0.6;1.9;30.8%;1.3;1.8;71.1%;1.6;2.7;4.3;0.6;0.5;0.8;0.5;0.3;2.2;1.4;8.7
2019-20;78;T. RICE;PAO;28;0;17:26;10.0;1.5;3.5;43.9%;1.5;3.9;38%;2.5;2.7;93.3%;0.2;0.9;1.1;2.8;0.4;1.8;0.0;0.4;1.8;2.8;8.6
2019-20;79;L. SCOLA;AXM;28;24;19:12;9.2;2.6;5.3;50%;0.9;2.4;35.3%;1.4;2.1;65.5%;1.1;3.3;4.4;1.1;0.5;1.2;0.1;0.4;2.2;2.1;8.5
2019-20;80;F. SAN EMETERIO;VBC;24;15;17:45;7.3;1.2;2.5;49.2%;1.2;2.6;46.8%;1.2;1.7;75%;0.4;1.4;1.8;1.6;0.4;0.8;0.0;0.1;1.1;2.5;8.5
2019-20;80;S. SHIELDS;KBA;26;21;25:21:00;9.5;2.5;5.0;51.2%;1.1;3.1;34.6%;1.2;1.3;85.7%;0.8;2.6;3.4;1.0;0.4;1.0;0.2;0.4;1.5;1.7;8.5
2019-20;82;M. HERMANNSSON;BER;27;20;25:46:00;10.9;3.0;6.9;44.3%;1.1;3.2;33.7%;1.6;1.9;86%;0.3;1.3;1.6;4.8;0.5;2.7;0.0;0.5;2.1;2.2;8.5
2019-20;83;J. STRELNIEKS;CSK;21;6;16:05;7.2;1.3;2.5;53.8%;1.0;2.3;41.7%;1.7;1.8;92.1%;0.2;1.6;1.8;2.0;0.6;0.8;0.0;0.0;1.5;1.9;8.5
2019-20;84;D. HACKETT;CSK;23;9;20:03;8.3;1.3;3.3;39.5%;1.5;3.3;44.2%;1.3;1.6;80.6%;0.7;1.9;2.6;2.7;1.0;1.5;0.0;0.3;2.8;2.7;8.4
2019-20;85;K. PUNTER;OLY;23;3;20:18;11.6;2.5;5.6;44.2%;1.4;4.0;35.2%;2.4;2.9;83.6%;0.2;1.3;1.5;1.2;0.5;0.7;0.1;0.4;2.0;2.9;8.4
2019-20;86;C. IVERSON;ZEN;26;12;16:18;5.6;2.2;3.8;56%;0.0;0.0;0%;1.3;1.9;68%;1.8;2.8;4.6;1.0;0.3;1.4;0.5;0.5;1.8;2.3;8.3
2019-20;87;B. PAUL;OLY;27;7;19:40;8.6;0.8;1.8;42.9%;1.8;4.7;38.1%;1.7;2.5;68.7%;0.3;2.6;2.9;1.3;0.8;1.0;0.0;0.2;2.0;2.4;8.2
2019-20;88;P. ZIPSER;BAY;28;8;22:06;8.5;1.9;4.1;46.1%;0.9;2.2;40.3%;2.0;2.5;80%;1.0;2.4;3.4;1.2;0.5;1.2;0.4;0.2;2.8;2.4;8.1
2019-20;89;V. CLAVER;FCB;17;15;21:11;5.7;1.2;2.1;55.6%;0.9;1.9;45.5%;0.7;0.7;100%;0.9;2.1;3.0;1.6;0.8;0.4;0.2;0.1;1.9;1.0;7.9
2019-20;90;A. HOLLINS;ZEN;27;15;22:48;10.4;1.7;3.0;57.3%;1.9;5.4;34.7%;1.2;1.3;91.7%;1.0;1.1;2.1;1.5;1.4;1.2;0.3;0.4;2.4;1.2;7.9
2019-20;91;R. BEAUBOIS;EFS;26;15;21:13;9.5;1.8;3.5;52.2%;1.7;4.2;39.8%;0.9;1.1;82.1%;0.1;1.5;1.6;1.7;0.9;1.0;0.3;0.4;1.8;1.6;7.9
2019-20;92;A. HANGA;FCB;28;25;20:15;5.8;1.5;2.7;57.3%;0.6;2.1;27.6%;1.0;1.3;75%;0.6;2.3;2.9;3.4;0.7;1.5;0.2;0.2;2.2;1.8;7.9
2019-20;93;A. ALBICY;ZEN;27;12;21:29;6.6;0.8;1.9;40.4%;1.4;3.9;35.2%;0.9;1.6;56.8%;0.4;1.2;1.6;3.3;0.9;1.6;0.0;0.1;1.6;3.0;7.9
2019-20;94;E. BRYANT;MTA;27;15;19:45;8.4;2.1;3.7;55.4%;1.3;3.1;41.7%;0.3;0.5;69.2%;0.5;2.3;2.9;2.0;0.9;1.3;0.1;0.2;2.6;1.0;7.6
2019-20;95;N. GIFFEY;BER;28;8;18:51;8.8;2.0;4.0;49.1%;1.1;2.4;47.8%;1.4;1.7;85.1%;0.8;1.5;2.2;1.2;0.8;1.0;0.3;0.3;2.5;1.5;7.6
2019-20;96;J. BOLOMBOY;CSK;27;1;16:52;5.4;1.5;2.7;56.2%;0.5;1.5;32.5%;1.0;1.3;74.3%;1.3;2.7;4.0;0.5;0.3;0.8;0.4;0.1;1.6;2.0;7.6
2019-20;97;A. TOMIC;FCB;28;14;16:30;5.7;2.4;4.1;58.6%;0.0;0.0;0%;0.8;1.4;60.5%;1.2;2.8;4.0;1.0;0.4;1.4;0.2;0.1;1.9;1.8;7.5
2019-20;98;J. BROOKS;AXM;19;8;20:31;4.3;1.1;2.2;51.2%;0.5;1.2;45.5%;0.5;0.6;81.8%;1.4;3.2;4.6;0.9;0.5;0.6;0.4;0.0;1.7;0.8;7.4
2019-20;99;T. DORSEY;MTA;28;1;18:52;9.9;1.5;3.9;38%;1.8;4.7;38.9%;1.5;2.2;68.3%;0.5;1.9;2.4;1.5;1.0;1.5;0.1;0.4;2.1;2.4;7.4
2019-20;100;L. DATOME;FNB;28;15;22:25;8.3;1.6;2.9;53.7%;1.6;3.6;43.1%;0.5;0.5;92.9%;0.7;2.7;3.4;1.3;0.8;1.1;0.3;0.1;3.1;1.0;7.4
2019-20;101;A. RUBIT;OLY;26;4;15:17;6.0;1.8;3.0;61.5%;0.3;0.6;50%;1.4;1.7;82.2%;1.1;1.9;3.0;0.6;0.4;0.9;0.4;0.2;1.9;1.7;7.3
2019-20;102;D. DAVIDOVAC;CZV;24;4;18:46;6.2;1.4;2.6;54%;0.6;1.9;32.6%;1.5;1.8;79.5%;0.8;2.0;2.9;0.6;0.8;0.8;0.2;0.1;2.0;2.3;7.3
2019-20;103;F. CAUSEUR;RMB;25;12;16:19;7.5;1.9;3.2;60.8%;1.0;2.2;47.3%;0.5;0.8;65%;0.4;1.1;1.5;1.5;0.3;0.8;0.0;0.2;1.3;1.5;7.3
2019-20;104;Y. FALL;KBA;28;6;13:33;5.8;2.4;3.9;61.5%;0.0;0.0;0%;1.0;2.2;45.2%;2.2;2.6;4.8;0.1;0.2;1.3;0.6;0.1;2.5;2.4;7.2
2019-20;105;K. MITOGLOU;PAO;28;5;13:54;5.8;1.9;3.2;57.1%;0.3;1.0;29.6%;1.2;1.6;76.1%;1.5;2.2;3.7;0.5;0.9;0.6;0.2;0.3;2.0;1.4;7.2
2019-20;106;D. HILLIARD;CSK;27;12;20:16;10.6;1.4;3.5;40.4%;2.1;5.0;41.2%;1.6;2.0;79.6%;0.3;2.1;2.4;1.2;0.6;1.7;0.1;0.4;1.9;1.6;7.1
2019-20;107;J. THIEMANN;BER;16;3;14:13;6.1;1.8;3.2;54.9%;0.4;0.8;53.8%;1.3;1.8;75%;1.4;1.8;3.1;0.8;0.3;0.6;0.0;0.3;2.1;1.9;7.1
2019-20;108;A. CALOIARO;MTA;18;10;20:57;5.6;1.1;2.0;55.6%;0.6;1.8;34.4%;1.5;1.8;81.8%;1.0;1.8;2.8;1.4;0.7;0.4;0.0;0.1;2.1;1.6;7.1
2019-20;109;A. RENFROE;ZEN;22;10;18:38;6.0;1.3;3.1;42%;0.7;2.0;33.3%;1.3;1.9;69%;0.5;1.2;1.7;4.6;0.8;2.0;0.1;0.4;1.8;1.7;7.0
2019-20;110;M. NDOUR;VBC;26;12;15:01;6.3;2.3;3.9;60.4%;0.2;0.4;40%;1.1;1.4;80.6%;0.8;1.6;2.4;0.4;0.9;0.7;0.3;0.2;2.3;1.9;7.0
2019-20;110;J. TAYLOR;ASV;26;17;20:16;8.0;1.8;4.5;40.5%;0.9;2.8;33.3%;1.6;2.3;68.3%;0.4;1.1;1.5;3.8;0.5;1.5;0.1;0.3;2.5;2.7;7.0
2019-20;112;M. ROLL;AXM;28;19;21:54;7.5;1.4;3.0;47.6%;1.4;3.2;43.8%;0.5;0.5;86.7%;0.3;2.2;2.5;1.6;0.5;1.0;0.0;0.1;1.7;0.9;6.9
2019-20;113;S. VEZENKOV;OLY;26;3;13:38;7.1;1.5;2.5;62.5%;1.1;2.3;45.9%;0.8;1.0;80.8%;0.5;1.5;2.0;0.5;0.3;0.3;0.2;0.0;1.2;0.7;6.9
2019-20;114;L. VILDOZA;KBA;16;7;23:08;7.1;1.6;3.2;49%;1.1;3.7;28.8%;0.8;0.8;100%;0.2;1.7;1.9;3.2;1.1;1.9;0.4;0.3;2.4;1.9;6.9
2019-20;115;N. WOLTERS;MTA;15;11;19:19;7.5;2.5;4.5;54.4%;0.7;2.2;30.3%;0.6;1.2;50%;0.1;1.7;1.8;2.7;0.4;0.9;0.0;0.3;1.5;1.3;6.9
2019-20;116;N. STAUSKAS;KBA;22;12;20:31;9.0;1.3;3.2;40.8%;1.7;4.1;42.2%;1.1;1.5;78.1%;0.4;1.7;2.1;1.6;0.5;1.3;0.2;0.4;1.8;1.4;6.8
2019-20;117;N. KURBANOV;CSK;28;28;20:18;5.3;0.8;1.7;48.9%;1.0;2.2;44.4%;0.7;0.9;79.2%;1.1;2.4;3.5;1.5;0.6;0.8;0.3;0.2;2.1;0.9;6.8
2019-20;118;K. RIVERS;ZAL;18;8;21:22;9.3;1.1;2.0;52.8%;2.2;5.4;41.2%;0.5;0.6;90%;0.4;1.1;1.5;1.1;0.9;0.4;0.0;0.1;2.2;0.8;6.7
2019-20;119;J. GIST;CZV;25;7;20:15;7.0;2.6;5.8;44.4%;0.2;0.8;21.1%;1.4;2.4;59.3%;1.8;2.6;4.4;1.3;0.7;1.5;0.4;0.5;2.6;2.2;6.7
