Season,Rank,Player,Team,AgePlayer age,GP,GS,W,L,Min,DD2,TD3
2016-17,1,EKPE UDOH,FNB,29,31,22,20,11,32:01:00,7,0
2016-17,2,KEITH LANGFORD,UNK,33,28,28,7,21,34:01:00,2,0
2016-17,3,BRAD WANAMAKER,DDI,27,34,33,17,17,33:28:00,1,0
2016-17,4,NANDO DE COLO,CSK,29,28,23,20,8,27:03:00,0,0
2016-17,5,SERGIO LLULL,RMB,29,33,33,24,9,27:48:00,2,0
2016-17,6,DERRICK BROWN,EFS,29,35,35,19,16,29:17:00,4,0
2016-17,7,CHRIS SINGLETON,PAO,27,33,29,19,14,28:14:00,0,0
2016-17,8,BRYANT DUNSTON,EFS,30,35,34,19,16,28:57:00,3,0
2016-17,9,NICOLO MELLI,BRO,25,30,30,10,20,29:13:00,6,0
2016-17,10,PAULIUS JANKUNAS,ZAL,32,30,30,14,16,23:38,1,0
2016-17,11,MILOS TEODOSIC,CSK,29,29,6,22,7,27:37:00,7,0
2016-17,12,JOHANNES VOIGTMANN,BKN,24,33,24,17,16,23:26,4,0
2016-17,13,GUSTAVO AYON,RMB,31,36,36,26,10,20:39,0,0
2016-17,14,TYLER HONEYCUTT,EFS,26,35,1,19,16,24:30:00,6,0
2016-17,15,SHANE LARKIN,BKN,24,33,33,17,16,28:54:00,3,0
2016-17,16,GEORGIOS PRINTEZIS,OLY,31,32,32,20,12,25:23:00,2,0
2016-17,17,LUKA DONCIC,RMB,17,35,15,25,10,19:53,1,0
2016-17,18,THOMAS HEURTEL,EFS,27,35,6,19,16,26:17:00,2,0
2016-17,19,ALEX TYUS,GSO,28,30,10,11,19,19:39,2,0
2016-17,20,ADAM HANGA,BKN,27,33,30,17,16,28:01:00,0,0
2016-17,21,ANTHONY RANDOLPH,RMB,27,34,15,25,9,21:11,2,0
2016-17,22,WILL CLYBURN,DDI,26,34,26,17,17,28:09:00,1,0
2016-17,23,OGNJEN KUZMIC,CZV,26,30,30,16,14,20:41,4,0
2016-17,24,ARTSIOM PARAKHOUSKI,UNK,29,29,28,8,21,21:19,2,0
2016-17,25,KHEM BIRCH,OLY,24,37,21,23,14,18:06,3,0
2016-17,26,JAN VESELY,FNB,26,34,26,22,12,24:27:00,1,0
2016-17,27,VASSILIS SPANOULIS,OLY,34,33,32,20,13,26:47:00,2,0
2016-17,28,NICK CALATHES,PAO,27,33,33,19,14,27:10:00,3,0
2016-17,29,QUINO COLOM,UNK,28,25,22,7,18,26:48:00,1,0
2016-17,30,ANTE TOMIC,FCB,29,29,28,11,18,21:49,1,0
2016-17,31,BOGDAN BOGDANOVIC,FNB,24,22,17,17,5,27:56:00,0,0
2016-17,32,ALI MUHAMMED,FNB,33,34,25,22,12,25:21:00,0,0
2016-17,33,JAYSON GRANGER,EFS,27,35,32,19,16,25:27:00,0,0
2016-17,34,KOSTAS PAPANIKOLAOU,OLY,26,37,32,23,14,23:16,0,0
2016-17,35,KYLE HINES,CSK,30,35,23,26,9,20:27,2,0
2016-17,36,MARKO SIMONOVIC,CZV,30,30,3,16,14,26:43:00,0,0
2016-17,37,OTHELLO HUNTER,RMB,30,35,0,26,9,16:41,0,0
2016-17,38,SCOTTIE WILBEKIN,DDI,23,31,17,16,15,25:10:00,0,0
2016-17,39,IOANNIS BOUROUSIS,PAO,33,33,7,19,14,18:11,1,0
2016-17,40,VLADIMIR MICOV,GSO,31,29,26,11,18,29:08:00,0,0
2016-17,41,MIKE JAMES,PAO,26,25,1,15,10,22:40,0,0
2016-17,42,SINAN GULER,GSO,33,30,29,11,19,29:02:00,0,0
2016-17,43,BLAKE SCHILB,GSO,33,27,19,9,18,25:33:00,0,0
2016-17,44,ANDREW GOUDELOCK,MTA,28,20,16,6,14,28:40:00,0,0
2016-17,45,DANIEL THEIS,BRO,24,30,1,10,20,19:44,1,0
2016-17,46,FABIEN CAUSEUR,BRO,29,29,29,10,19,25:16:00,0,0
2016-17,46,TYRESE RICE,FCB,29,30,30,12,18,29:37:00,1,0
2016-17,48,RICKY HICKMAN,EA7,31,30,20,8,22,24:58:00,0,0
2016-17,49,COLTON IVERSON,MTA,27,30,24,10,20,20:36,0,0
2016-17,50,VICTOR RUDD,MTA,25,30,20,10,20,25:50:00,0,0
2016-17,51,DARIUS MILLER,BRO,26,30,19,10,20,27:08:00,0,0
2016-17,52,JAMEL MCLEAN,EA7,28,30,4,8,22,20:44,0,0
2016-17,52,LEO WESTERMANN,ZAL,24,30,27,14,16,25:10:00,1,0
2016-17,54,AARON JACKSON,CSK,30,34,29,25,9,21:39,0,0
2016-17,55,CORY HIGGINS,CSK,27,32,7,23,9,20:22,0,0
2016-17,56,MATT LOJESKI,OLY,31,26,2,17,9,21:25,0,0
2016-17,57,NIKOS ZISIS,BRO,33,30,24,10,20,24:04:00,2,0
2016-17,58,TIBOR PLEISS,GSO,27,28,20,11,17,17:07,1,0
2016-17,58,SASHA VEZENKOV,FCB,21,30,6,12,18,18:23,0,0
2016-17,60,JAMES AUGUSTINE,CSK,32,34,6,25,9,16:22,1,0
2016-17,61,LUIGI DATOME,FNB,29,33,21,23,10,23:38,0,0
2016-17,61,ERICK GREEN,OLY,24,36,4,23,13,20:29,0,0
2016-17,61,TORNIKE SHENGELIA,BKN,25,24,13,15,9,20:48,1,0
2016-17,64,BROCK MOTUM,ZAL,26,30,0,14,16,23:06,0,0
2016-17,64,KOSTAS SLOUKAS,FNB,26,29,14,21,8,26:08:00,0,0
2016-17,66,CHARLES JENKINS,CZV,27,30,29,16,14,26:05:00,0,0
2016-17,67,MILAN MACVAN,EA7,27,28,24,8,20,22:23,1,0
2016-17,67,JANIS STRELNIEKS,BRO,27,22,5,8,14,25:04:00,0,0
2016-17,69,EDGARAS ULANOVAS,ZAL,24,30,16,14,16,24:23:00,0,0
2016-17,70,NIKOLA KALINIC,FNB,25,33,20,22,11,23:57,0,0
2016-17,71,ADRIEN MOERMAN,DDI,28,33,21,17,16,21:43,2,0
2016-17,72,JAMES ANDERSON,DDI,27,34,20,17,17,22:28,0,0
2016-17,73,RUDY FERNANDEZ,RMB,31,32,7,23,9,23:21,0,0
2016-17,74,NIKITA KURBANOV,CSK,30,35,29,26,9,19:10,0,0
2016-17,74,KRUNOSLAV SIMON,EA7,31,21,9,7,14,27:38:00,0,0
2016-17,76,LUKAS LEKAVICIUS,ZAL,22,30,0,14,16,18:06,0,0
2016-17,76,ANTE ZIZIC,DDI,19,20,17,9,11,21:51,4,0
2016-17,78,KIM TILLIE,BKN,28,32,15,16,16,19:14,0,0
2016-17,79,DEVIN SMITH,MTA,33,28,24,9,19,26:11:00,3,0
2016-17,79,ANDREY VORONTSEVICH,CSK,29,35,21,26,9,19:52,0,0
2016-17,81,KC RIVERS,PAO,29,33,5,19,14,27:39:00,0,0
2016-17,82,RODRIGUE BEAUBOIS,BKN,28,30,12,15,15,20:15,0,0
2016-17,83,RAKIM SANDERS,EA7,27,24,11,6,18,22:49,0,0
2016-17,84,LATAVIOUS WILLIAMS,UNK,27,30,1,8,22,17:19,3,0
2016-17,85,PETTERI KOPONEN,FCB,28,27,3,11,16,22:35,0,0
2016-17,86,VICTOR CLAVER,FCB,28,27,19,11,16,21:59,1,0
2016-17,87,CHASE BUDINGER,BKN,28,29,16,15,14,18:53,0,0
2016-17,87,JAYCEE CARROLL,RMB,33,36,2,26,10,17:01,0,0
2016-17,89,MILKO BJELICA,CZV,32,30,1,16,14,15:37,0,0
2016-17,89,MIROSLAV RADULJICA,EA7,28,29,23,8,21,15:32,0,0
2016-17,91,CEDI OSMAN,EFS,21,35,34,19,16,18:33,0,0
2016-17,92,VICTOR KHRYAPA,CSK,34,32,11,24,8,13:36,0,0
2016-17,93,KEVIN PANGOS,ZAL,23,30,30,14,16,20:48,0,0
2016-17,94,STEFAN JOVIC,CZV,26,23,23,13,10,23:53,1,0
2016-17,94,FELIPE REYES,RMB,36,31,18,22,9,12:20,0,0
2016-17,96,JON DIEBLER,GSO,28,29,2,10,19,18:59,0,0
2016-17,96,SONNY WEEMS,MTA,30,19,16,7,12,27:03:00,0,0
2016-17,98,AUSTIN DAYE,GSO,28,25,14,10,15,18:30,0,0
2016-17,98,NIKOLA MILUTINOV,OLY,22,36,15,22,14,12:41,0,0
2016-17,100,JONAS MACIULIS,RMB,31,29,27,20,9,16:43,0,0
2016-17,101,MANTAS KALNIETIS,EA7,30,26,9,7,19,19:24,0,0
2016-17,102,AUGUSTO LIMA,ZAL,25,30,19,14,16,14:52,0,0
2016-17,103,MARKO GUDURIC,CZV,21,29,4,16,13,18:47,0,0
2016-17,104,NATE WOLTERS,CZV,25,27,1,14,13,15:04,0,0
2016-17,105,JAMES FELDEINE,PAO,28,33,29,19,14,19:53,0,0
2016-17,105,VANGELIS MANTZARIS,OLY,26,37,37,23,14,23:40,0,0
2016-17,105,DENNIS SEELEY,MTA,27,26,14,10,16,20:14,0,0
2016-17,108,VITALY FRIDZON,CSK,31,35,6,26,9,12:56,0,0
2016-17,109,DAIRIS BERTANS,DDI,27,32,7,16,16,16:04,0,0
2016-17,109,JAMES NUNNALLY,FNB,26,34,11,22,12,17:54,0,0
2016-17,111,DESHAUN THOMAS,EFS,25,35,0,19,16,14:20,0,0
2016-17,112,LEON RADOSEVIC,BRO,26,28,21,9,19,16:07,0,0
2016-17,113,YOGEV OHAYON,MTA,29,27,10,9,18,17:54,0,0
2016-17,114,ANTANAS KAVALIAUSKAS,ZAL,32,29,6,14,15,11:43,0,0
2016-17,114,DAVIDE PASCOLO,EA7,26,22,6,7,15,15:12,0,0
2016-17,116,NIKOS PAPPAS,PAO,26,29,2,17,12,17:13,0,0
2016-17,117,ILIMANE DIOP,BKN,21,33,9,17,16,13:46,1,0
2016-17,117,STRATOS PERPEROGLOU,FCB,32,22,15,8,14,20:53,0,0
2016-17,119,BRAD OLESON,FCB,33,24,18,12,12,21:38,0,0
2016-17,119,EMIR PRELDZIC,GSO,29,18,3,5,13,16:13,0,0
2016-17,121,PAVEL ANTIPOV,UNK,25,28,9,6,22,18:43,0,0
2016-17,122,ARTURAS MILAKNIS,ZAL,30,30,8,14,16,21:06,0,0
2016-17,123,IOANNIS PAPAPETROU,OLY,22,36,6,22,14,15:51,0,0
2016-17,124,ANDREA CINCIARINI,EA7,30,23,9,6,17,18:29,0,0
2016-17,124,JOEY DORSEY,FCB,33,17,0,7,10,17:10,1,0
2016-17,126,GAL MEKEL,MTA,28,24,10,9,15,15:57,0,0
2016-17,127,JAMES GIST,PAO,30,15,14,9,6,22:49,1,0
2016-17,128,BRANDON PAUL,EFS,25,23,14,13,10,17:18,0,0
2016-17,129,PATRIC YOUNG,OLY,24,30,1,17,13,09:36,0,0
2016-17,130,JUSTIN DOELLMAN,FCB,31,15,14,5,10,19:57,0,0
2016-17,131,LUKE HARANGODY,DDI,28,29,6,15,14,12:50,0,0
2016-17,132,PERO ANTIC,FNB,34,31,11,20,11,13:33,0,0
2016-17,133,LUKA MITROVIC,CZV,23,28,27,16,12,15:42,0,0
2016-17,133,MAIK ZIRBES,MTA,26,15,2,6,9,15:19,0,0
2016-17,135,BRANKO LAZIC,CZV,27,30,6,16,14,23:37,0,0
2016-17,135,TREY THOMPKINS,RMB,26,26,3,20,6,13:41,0,0
2016-17,137,KENNY GABRIEL,PAO,27,23,12,15,8,15:33,0,0
2016-17,138,DEMETRIS NICHOLS,PAO,32,32,19,19,13,15:18,0,0
2016-17,138,DEON THOMPSON,CZV,28,26,0,9,17,11:02,0,0
2016-17,140,ZORAN DRAGIC,EA7,27,23,14,7,16,19:12,0,0
2016-17,141,JAKA BLAZIC,BKN,26,33,7,17,16,13:38,0,0
2016-17,142,JEFFERY TAYLOR,RMB,27,30,22,21,9,15:30,0,0
2016-17,143,MAODO LO,BRO,24,26,2,9,17,10:52,0,0
2016-17,144,COTY CLARKE,UNK,24,14,9,2,12,21:47,0,0
2016-17,145,ALESSANDRO GENTILE,EA7,24,18,16,9,9,18:00,0,0
2016-17,146,SYLVEN LANDESBERG,MTA,26,23,3,6,17,15:23,0,0
2016-17,147,MARKO BANIC,UNK,32,24,4,7,17,13:25,0,0
2016-17,148,ANDREA BARGNANI,BKN,31,15,5,6,9,16:02,0,0
2016-17,149,GUY PNINI,MTA,33,29,1,10,19,12:39,0,0
2016-17,149,DIAMON SIMPSON,MTA,29,6,2,2,4,20:09,2,0
2017-18,1,LUKA DONCIC,RMB,18,33,17,22,11,25:56:00,2,0
2017-18,2,ALEXEY SHVED,KHI,29,34,34,17,17,32:12:00,1,0
2017-18,3,NANDO DE COLO,CSK,30,32,15,24,8,25:47:00,2,0
2017-18,4,TORNIKE SHENGELIA,BKN,26,33,17,16,17,25:29:00,6,0
2017-18,5,NICK CALATHES,PAO,28,31,31,18,13,29:00:00,11,0
2017-18,6,JAN VESELY,FBD,27,34,26,23,11,26:36:00,2,0
2017-18,7,KEVIN PANGOS,ZAL,24,36,36,22,14,27:32:00,4,0
2017-18,8,SERGIO RODRIGUEZ,CSK,31,36,22,27,9,26:01:00,2,0
2017-18,9,CORY HIGGINS,CSK,28,36,21,27,9,24:39:00,0,0
2017-18,10,WILL CLYBURN,CSK,27,36,13,27,9,26:33:00,3,0
2017-18,11,PAULIUS JANKUNAS,ZAL,33,35,34,22,13,22:08,1,0
2017-18,12,BRYANT DUNSTON,EFS,31,30,28,7,23,28:10:00,1,0
2017-18,13,BRAD WANAMAKER,FBD,28,36,25,25,11,26:06:00,0,0
2017-18,14,ARTURAS GUDAITIS,AXM,24,29,1,10,19,20:41,3,0
2017-18,15,KOSTAS SLOUKAS,FBD,27,35,10,24,11,24:49:00,3,0
2017-18,16,NICOLO MELLI,FBD,26,36,16,25,11,26:27:00,2,0
2017-18,17,TAYLOR ROCHESTIE,CZV,32,30,29,11,19,26:00:00,1,0
2017-18,18,CHRIS SINGLETON,PAO,28,34,34,20,14,30:13:00,3,0
2017-18,19,ANTHONY GILL,KHI,25,32,31,17,15,25:53:00,0,0
2017-18,20,THOMAS HEURTEL,FCB,28,30,22,11,19,23:38,4,0
2017-18,21,JAMES AUGUSTINE,UNI,33,29,15,13,16,23:16,3,0
2017-18,22,VLADIMIR STIMAC,EFS,30,30,11,7,23,18:13,5,0
2017-18,23,PIERRE JACKSON,MTA,26,29,28,13,16,25:38:00,0,0
2017-18,24,NIKOLA MILUTINOV,OLY,23,29,26,17,12,21:43,2,0
2017-18,25,NEMANJA NEDOVIC,UNI,26,24,18,12,12,25:04:00,0,0
2017-18,26,JOHANNES VOIGTMANN,BKN,25,34,12,17,17,21:17,0,0
2017-18,27,GEORGIOS PRINTEZIS,OLY,32,28,27,18,10,25:35:00,1,0
2017-18,28,EDGARAS ULANOVAS,ZAL,25,35,31,21,14,27:07:00,0,0
2017-18,29,FELIPE REYES,RMB,37,35,7,23,12,15:31,0,0
2017-18,30,ERICK GREEN,VBC,25,28,16,11,17,24:35:00,0,0
2017-18,31,KYLE HINES,CSK,31,31,26,24,7,21:45,0,0
2017-18,32,VINCENT POIRIER,BKN,24,34,23,17,17,17:51,2,0
2017-18,33,AARON WHITE,ZAL,25,36,2,22,14,22:24,0,0
2017-18,34,ERRICK MCCOLLUM,EFS,29,29,16,7,22,26:28:00,0,0
2017-18,35,AUGUSTINE RUBIT,BRO,28,30,17,11,19,21:40,2,0
2017-18,35,JAMEL MCLEAN,OLY,29,32,3,20,12,18:00,2,0
2017-18,37,ANTE TOMIC,FCB,30,28,14,11,17,18:35,2,0
2017-18,37,MALCOLM THOMAS,KHI,29,34,33,17,17,21:20,0,0
2017-18,37,TIBOR PLEISS,VBC,28,29,14,11,18,19:16,0,0
2017-18,40,JAMES GIST,PAO,31,34,28,20,14,25:22:00,2,0
2017-18,41,BRANDON DAVIES,ZAL,26,36,33,22,14,17:25,1,0
2017-18,42,JAYSON GRANGER,BKN,28,31,23,17,14,21:39,0,0
2017-18,43,RODRIGUE BEAUBOIS,BKN,29,33,17,17,16,21:20,0,0
2017-18,44,OTHELLO HUNTER,CSK,31,30,9,23,7,19:18,1,0
2017-18,45,DORELL WRIGHT,BRO,32,27,22,10,17,25:48:00,1,0
2017-18,46,LUIGI DATOME,FBD,30,35,15,24,11,23:53,0,0
2017-18,47,ALEX TYUS,MTA,29,30,2,13,17,19:58,1,0
2017-18,48,VLADIMIR MICOV,AXM,32,29,28,10,19,27:31:00,0,0
2017-18,49,TREY THOMPKINS,RMB,27,29,16,19,10,21:11,1,0
2017-18,50,MATHIAS LESSORT,CZV,22,30,29,11,19,21:05,1,0
2017-18,51,BOJAN DUBLJEVIC,VBC,26,24,17,11,13,20:10,1,0
2017-18,52,KOSTAS PAPANIKOLAOU,OLY,27,28,23,19,9,24:03:00,1,0
2017-18,53,NORRIS COLE,MTA,29,28,3,12,16,24:33:00,0,0
2017-18,53,FACUNDO CAMPAZZO,RMB,26,30,28,19,11,23:06,2,0
2017-18,55,VASILIJE MICIC,ZAL,23,36,10,22,14,22:24,0,0
2017-18,56,WALTER TAVARES,RMB,25,29,23,19,10,17:26,1,0
2017-18,56,DANIEL HACKETT,BRO,30,26,11,10,16,23:58,0,0
2017-18,58,KALEB TARCZEWSKI,AXM,24,30,29,10,20,19:41,0,0
2017-18,59,JONAH BOLDEN,MTA,21,29,28,13,16,21:08,1,0
2017-18,60,DEANDRE KANE,MTA,28,30,18,13,17,23:22,0,0
2017-18,61,VASSILIS SPANOULIS,OLY,35,24,24,12,12,26:19:00,0,0
2017-18,62,DEJAN MUSLI,UNI,26,24,9,8,16,16:35,1,0
2017-18,62,RUDY FERNANDEZ,RMB,32,31,2,20,11,19:21,0,0
2017-18,64,CARLOS SUAREZ,UNI,31,30,7,13,17,19:01,0,0
2017-18,65,ARTSIOM PARAKHOUSKI,MTA,30,30,26,13,17,16:12,0,0
2017-18,66,JAMES FELDEINE,CZV,29,28,17,10,18,24:57:00,0,0
2017-18,67,RICKY HICKMAN,BRO,32,28,21,11,17,23:55,0,0
2017-18,68,DESHAUN THOMAS,MTA,26,28,5,13,15,24:15:00,0,0
2017-18,68,MICHAEL ROLL,MTA,30,29,28,13,16,26:14:00,0,0
2017-18,70,FABIEN CAUSEUR,RMB,30,36,24,24,12,18:07,0,0
2017-18,71,MARKO GUDURIC,FBD,22,36,17,25,11,16:34,0,0
2017-18,72,JEFF BROOKS,UNI,28,26,23,12,14,22:53,2,0
2017-18,72,GUSTAVO AYON,RMB,32,18,11,14,4,23:00,3,0
2017-18,74,MILKO BJELICA,CZV,33,29,29,11,18,25:58:00,0,0
2017-18,75,JAMES NUNNALLY,FBD,27,29,18,19,10,20:35,0,0
2017-18,75,JAYCEE CARROLL,RMB,34,36,5,24,12,15:57,0,0
2017-18,77,JORDAN THEODORE,AXM,28,23,21,8,15,26:15:00,1,0
2017-18,78,ADRIEN MOERMAN,FCB,29,30,23,11,19,22:15,2,0
2017-18,79,KRUNOSLAV SIMON,EFS,32,26,22,7,19,28:14:00,0,0
2017-18,79,ANDREW GOUDELOCK,AXM,29,25,23,8,17,26:13:00,0,0
2017-18,79,JAMES ANDERSON,KHI,28,31,29,17,14,21:45,0,0
2017-18,82,WILL THOMAS,VBC,31,30,23,12,18,23:38,0,0
2017-18,83,RAY MCCALLUM,UNI,26,30,24,13,17,21:32,0,0
2017-18,84,JANIS STRELNIEKS,OLY,28,34,4,20,14,19:53,0,0
2017-18,85,ADAM WACZYNSKI,UNI,28,27,8,13,14,18:54,0,0
2017-18,86,MATT JANNING,BKN,29,34,15,17,17,22:21,0,0
2017-18,87,ARTURAS MILAKNIS,ZAL,31,36,8,22,14,22:24,0,0
2017-18,87,STEFAN MARKOVIC,KHI,29,33,11,16,17,23:42,0,0
2017-18,87,ADAM HANGA,FCB,28,26,25,9,17,24:43:00,1,0
2017-18,90,JANIS TIMMA,BKN,25,33,27,17,16,22:45,0,0
2017-18,91,NIKITA KURBANOV,CSK,31,36,35,27,9,18:38,0,0
2017-18,91,AARON DOORNEKAMP,VBC,32,30,18,12,18,22:15,0,0
2017-18,93,PIERRE ORIOLA,FCB,25,27,5,10,17,18:47,0,0
2017-18,94,PAU RIBAS,FCB,30,28,12,10,18,17:48,0,0
2017-18,95,CURTIS JERRELLS,AXM,30,24,2,9,15,20:38,0,0
2017-18,96,JASON THOMPSON,FBD,31,36,18,25,11,16:02,1,0
2017-18,97,BROCK MOTUM,EFS,27,29,14,7,22,19:10,0,0
2017-18,98,TYLER HONEYCUTT,KHI,27,17,0,10,7,21:13,1,0
2017-18,99,LEON RADOSEVIC,BRO,27,28,19,10,18,20:43,0,0
2017-18,100,PETTERI KOPONEN,FCB,29,29,9,11,18,20:11,0,0
2017-18,101,ANTHONY RANDOLPH,RMB,28,21,11,13,8,17:56,0,0
2017-18,101,RAFA MARTINEZ,VBC,35,29,13,12,17,15:22,0,0
2017-18,103,KC RIVERS,PAO,30,31,4,17,14,23:25,0,0
2017-18,104,AXEL TOUPANE,ZAL,25,34,21,21,13,15:17,0,0
2017-18,105,SAM VAN ROSSOM,VBC,31,24,12,10,14,21:37,0,0
2017-18,106,IOANNIS PAPAPETROU,OLY,23,31,12,18,13,21:57,0,0
2017-18,107,MIKE JAMES,PAO,27,12,11,6,6,25:31:00,0,0
2017-18,108,KEVIN SERAPHIN,FCB,28,15,14,5,10,20:16,0,0
2017-18,109,NIKOS ZISIS,BRO,34,27,20,9,18,22:16,0,0
2017-18,109,GIORGI SHERMADINI,UNI,28,23,10,10,13,14:24,0,0
2017-18,109,BRIAN ROBERTS,OLY,32,32,22,18,14,18:30,0,0
2017-18,109,NIKOS PAPPAS,PAO,27,32,1,19,13,17:33,0,0
2017-18,113,THOMAS ROBINSON,KHI,26,20,1,8,12,15:34,3,0
2017-18,114,ANTANAS KAVALIAUSKAS,ZAL,33,35,2,22,13,13:09,0,0
2017-18,114,MARCELINHO HUERTAS,BKN,34,29,11,12,17,16:34,0,0
2017-18,116,DEJAN DAVIDOVAC,CZV,22,24,6,9,15,15:38,0,0
2017-18,117,FERNANDO SAN EMETERIO,VBC,33,20,10,5,15,22:09,0,0
2017-18,118,ALBERTO ABALDE,VBC,22,25,9,12,13,19:06,0,0
2017-18,119,JEFFERY TAYLOR,RMB,28,34,23,24,10,20:33,0,0
2017-18,120,OGNJEN DOBRIC,CZV,23,26,1,9,17,15:12,0,0
2017-18,121,AMATH M'BAYE,AXM,28,30,10,10,20,17:39,0,0
2017-18,122,DRAGAN MILOSAVLJEVIC,UNI,28,27,16,11,16,18:28,0,0
2017-18,123,CHARLES JENKINS,KHI,28,34,22,17,17,21:22,0,0
2017-18,124,DAIRIS BERTANS,AXM,28,28,4,9,19,18:23,0,0
2017-18,125,ANDREY VORONTSEVICH,CSK,30,30,9,23,7,15:02,0,0
2017-18,126,ANDREA CINCIARINI,AXM,31,24,8,10,14,13:38,0,0
2017-18,127,LUKAS LEKAVICIUS,PAO,23,31,3,20,11,12:40,0,0
2017-18,128,IAN VOUGIOUKAS,PAO,32,33,3,20,13,08:10,0,0
2017-18,128,HOLLIS THOMPSON,OLY,26,28,7,17,11,15:04,0,0
2017-18,130,ZORAN DRAGIC,EFS,28,14,10,4,10,28:03:00,0,0
2017-18,130,SEMEN ANTONOV,CSK,28,34,22,25,9,13:41,0,0
2017-18,132,MINDAUGAS KUZMINSKAS,AXM,28,14,13,5,9,21:56,0,0
2017-18,133,ALI MUHAMMED,FBD,34,21,6,15,6,11:19,0,0
2017-18,133,VICTOR CLAVER,FCB,29,24,6,8,16,15:59,0,0
2017-18,135,VANGELIS MANTZARIS,OLY,27,31,12,19,12,19:39,0,0
2017-18,135,THANASIS ANTETOKOUNMPO,PAO,25,33,26,19,14,11:17,0,0
2017-18,137,MATT LOJESKI,PAO,32,27,18,17,10,18:39,0,0
2017-18,138,JUAN CARLOS NAVARRO,FCB,37,22,7,8,14,15:34,0,0
2017-18,138,MAODO LO,BRO,25,30,5,11,19,16:40,0,0
2017-18,140,NEMANJA DANGUBIC,CZV,24,18,15,7,11,20:11,0,0
2017-18,141,SASU SALIN,UNI,26,28,11,12,16,15:56,0,0
2017-18,142,ALEN OMIC,CZV,25,11,0,4,7,17:21,1,0
2017-18,143,DANIEL DIEZ,UNI,24,23,6,8,15,13:34,0,0
2017-18,144,JOAN SASTRE,VBC,26,18,8,7,11,20:54,0,0
2017-18,144,RAKIM SANDERS,FCB,28,15,8,4,11,20:17,0,0
2017-18,146,PERO ANTIC,CZV,35,18,2,9,9,18:10,0,0
2017-18,147,ALBERTO DIAZ,UNI,23,30,6,13,17,19:03,0,0
2017-18,148,DERRICK BROWN,EFS,30,19,6,3,16,20:32,0,0
2017-18,149,MARCUS DENMON,PAO,27,28,8,15,13,13:03,0,0
2017-18,150,JOSH ADAMS,EFS,24,16,8,4,12,16:49,0,0
2018-19,1,WILL CLYBURN,CSK,28,35,13,29,6,26:59:00,4,0
2018-19,2,MIKE JAMES,AXM,28,30,30,14,16,33:56:00,2,0
2018-19,3,VINCENT POIRIER,KBA,25,34,26,16,18,25:38:00,10,0
2018-19,4,BRANDON DAVIES,ZAL,27,34,33,16,18,24:12:00,3,0
2018-19,5,ADRIEN MOERMAN,EFS,30,37,36,24,13,29:04:00,3,0
2018-19,6,NIKOLA MILUTINOV,OLY,24,28,28,14,14,26:01:00,6,0
2018-19,7,NANDO DE COLO,CSK,31,34,24,28,6,24:13:00,0,0
2018-19,8,JAN VESELY,FNB,28,31,11,24,7,25:05:00,3,0
2018-19,9,NICK CALATHES,PAO,29,33,33,16,17,30:58:00,11,1
2018-19,10,VASILIJE MICIC,EFS,24,37,30,24,13,28:12:00,1,0
2018-19,11,KOSTAS SLOUKAS,FNB,28,33,12,25,8,26:38:00,2,0
2018-19,12,SHANE LARKIN,EFS,26,35,12,22,13,21:58,0,0
2018-19,13,BRYANT DUNSTON,EFS,32,36,32,23,13,26:05:00,3,0
2018-19,14,ANTE TOMIC,FCB,31,35,33,20,15,20:16,1,0
2018-19,15,CORY HIGGINS,CSK,29,32,11,25,7,25:25:00,0,0
2018-19,16,ANTHONY RANDOLPH,RMB,29,33,33,24,9,22:37,2,0
2018-19,17,WALTER TAVARES,RMB,26,34,28,26,8,19:22,2,0
2018-19,18,GUSTAVO AYON,RMB,33,31,6,23,8,19:39,5,0
2018-19,19,KRUNOSLAV SIMON,EFS,33,37,22,24,13,24:46:00,1,0
2018-19,19,FACUNDO CAMPAZZO,RMB,27,34,14,26,8,23:36,3,0
2018-19,21,JORDAN MICKEY,KHI,24,28,5,9,19,22:33,1,0
2018-19,22,DERRICK WILLIAMS,BAY,27,29,2,14,15,26:02:00,0,0
2018-19,23,VLADIMIR MICOV,AXM,33,30,30,14,16,31:18:00,0,0
2018-19,24,ARTURAS GUDAITIS,AXM,25,21,4,10,11,23:48,5,0
2018-19,25,THOMAS HEURTEL,FCB,29,35,19,20,15,21:07,1,0
2018-19,26,JOHANNES VOIGTMANN,KBA,26,33,21,15,18,24:17:00,4,0
2018-19,27,GEORGIOS PRINTEZIS,OLY,33,30,26,15,15,25:34:00,2,0
2018-19,28,JEREMY EVANS,DTI,31,27,25,4,23,25:58:00,1,0
2018-19,29,NIKOLA KALINIC,FNB,27,35,16,27,8,25:27:00,0,0
2018-19,30,MARKO GUDURIC,FNB,23,36,18,28,8,22:06,0,0
2018-19,31,MALCOLM THOMAS,KHI,30,30,25,9,21,20:35,2,0
2018-19,32,TARIK BLACK,MTA,27,26,24,13,13,21:30,0,0
2018-19,33,TIBOR PLEISS,EFS,29,37,5,24,13,14:12,1,0
2018-19,34,VLADIMIR LUCIC,BAY,29,29,29,14,15,26:10:00,0,0
2018-19,35,AARON WHITE,ZAL,26,34,23,16,18,24:54:00,0,0
2018-19,35,OTHELLO HUNTER,CSK,32,36,31,29,7,17:54,0,0
